#{"t_start": 1747809037.366212, "env_id": "None"}
r,l,t
39.978474,200,848.980197
29.810125,200,849.176857
30.552128,200,849.647397
33.955368,200,849.845938
24.160967,200,850.027555
32.677906,200,850.336522
21.472776,200,850.558982
35.566128,200,850.875848
41.424053,200,851.164787
16.349909,200,851.359706
45.99452,200,851.824245
36.03608,200,852.046308
48.735992,200,852.244509
11.1477375,200,852.613648
49.22233,200,852.84428
69.83991,200,853.162488
18.490974,200,853.463283
14.094078,200,853.686379
14.167971,200,854.175992
73.71212,200,854.373393
12.422957,200,854.586236
14.279561,200,854.911026
53.61657,200,855.126255
20.417065,84,855.307612
17.539967,200,855.467399
62.0602,200,855.757219
58.87164,200,855.961867
17.29377,200,856.397412
14.77047,200,856.808978
11.607841,200,857.132216
61.726036,200,857.346616
68.01293,200,857.558009
18.167562,200,857.686268
36.858723,200,857.968254
13.155955,200,858.176027
66.72822,200,858.674833
7.8314285,200,859.079134
15.1849985,200,859.410225
22.590973,200,859.648173
55.481537,200,859.838606
25.037523,200,859.965262
13.494898,200,860.246542
9.5944395,200,860.451271
-2.116582,76,860.478276
18.930244,87,860.810645
27.44083,200,860.938937
15.376221,200,861.324219
35.676273,200,861.68002
13.538474,200,862.244939
44.802364,200,862.526807
26.785051,200,862.720816
19.362415,200,862.75347
49.65141,200,863.048263
65.73851,200,863.164899
80.31967,200,863.564545
58.72038,200,863.906958
27.983374,200,864.464325
13.839607,200,864.761847
8.674767,200,864.98155
27.629984,200,865.022162
14.043106,200,865.344876
25.544548,200,865.459338
33.5868,200,865.861037
32.440506,200,866.193183
23.460133,200,866.759216
14.222423,200,867.033409
14.611836,83,867.13271
37.878986,200,867.245176
22.894983,200,867.275851
15.256878,200,867.577903
6.1208377,80,867.631006
72.06235,200,867.697589
70.82288,200,868.215455
25.313976,200,869.443295
11.213397,200,869.537119
43.823936,200,869.647209
20.617586,200,869.680664
19.803825,200,869.978762
41.575043,200,870.031126
56.484695,200,870.095564
28.795067,200,870.508446
9.643773,83,870.630066
11.559366,200,871.709703
34.06654,200,871.808801
28.979532,200,871.916181
48.24871,200,872.254273
67.28367,200,872.307231
53.887047,200,872.371147
28.75752,200,872.758771
17.91933,85,872.845849
9.687003,200,872.855667
6.2104907,84,873.162939
5.057528,80,873.660623
8.631893,75,873.70497
28.42656,200,873.922287
53.320858,200,874.0261
22.896826,200,874.542966
7.1793413,200,874.603664
57.47059,200,875.066277
6.490564,200,875.404334
43.744873,200,875.89777
31.78692,200,875.951675
26.072216,200,876.176086
55.775803,200,876.267595
17.329582,200,876.793876
60.056557,200,876.866605
13.386276,200,877.345606
13.830277,200,877.698867
33.25755,154,877.698933
26.577345,200,878.155997
21.857563,200,878.405385
41.25595,200,878.498153
-1.4419212,86,878.62449
4.066896,200,878.993271
46.144463,200,879.061408
48.784008,200,879.577508
17.932129,200,879.911326
46.516045,200,880.376316
37.16703,200,880.661536
12.845762,200,880.761647
70.43383,200,880.890092
32.845222,200,881.286922
41.96512,200,881.354908
16.190168,200,881.84094
4.015995,108,881.992684
25.938196,121,882.033887
33.45434,200,882.188207
14.041287,200,882.648078
2.6021056,99,882.971673
51.261288,200,883.164824
16.575903,110,883.421197
66.53056,200,883.539097
57.36128,200,883.613797
41.117477,200,884.205165
52.400997,200,884.24927
2.776211,81,884.438416
34.003437,200,884.880379
44.39121,200,885.162518
79.93481,200,885.334256
19.472166,200,885.573782
28.955442,200,885.774981
12.704392,76,885.982091
2.6602447,76,886.16569
30.401327,132,886.29235
1.089601,65,886.305329
75.967316,200,886.394517
54.242676,200,886.435101
53.37741,200,886.598675
6.0869803,178,887.779487
27.670542,141,887.90591
19.811075,200,888.228658
37.14529,200,888.437861
25.19277,200,888.572954
20.514044,200,888.672939
31.969355,200,888.715319
41.493282,200,888.899945
38.786846,153,889.641578
15.74976,109,889.662849
35.900204,200,890.039402
60.261528,200,890.505586
19.42554,200,890.815781
77.33897,200,890.918858
17.25695,200,890.963006
43.864258,200,891.129224
27.271307,200,891.899095
46.62058,200,891.921868
42.670982,200,892.297035
18.845,200,892.757981
18.225323,145,892.785281
42.858932,200,893.062151
36.060432,200,893.15238
19.02413,200,893.197498
0.76639384,103,893.880188
9.936381,88,894.006683
25.484037,200,894.091021
30.881287,200,894.111343
28.58146,103,894.378166
12.055679,200,894.558388
-0.42334303,86,894.928237
8.140226,200,895.029767
3.1042783,88,895.090047
11.0837345,88,895.183179
11.965241,200,895.463032
5.9712157,78,895.796639
19.001183,83,896.004707
10.418956,200,896.391882
70.014114,200,896.634919
4.25757,200,896.831423
23.511806,200,897.258822
27.459236,200,897.404763
7.738477,200,897.675635
32.568058,178,898.008364
46.586433,200,898.042063
26.03642,132,898.131469
79.83649,200,898.679319
67.73212,200,899.076994
56.518906,200,899.517064
11.221001,200,899.669656
35.510963,200,899.985611
21.399885,200,900.323755
13.104346,200,900.358064
22.386723,200,900.44303
7.818668,200,900.983754
28.995472,200,901.474204
4.8347425,200,902.02242
38.373646,200,902.210402
50.91542,200,902.538518
-0.5957742,52,902.727073
35.196796,200,902.883513
35.836884,200,902.914362
81.85809,200,902.995198
4.8184133,183,903.300184
34.995083,200,904.011225
17.960114,91,904.011322
26.442972,79,904.381155
76.00758,200,904.683789
7.8233137,200,904.934047
45.590767,200,905.078791
21.733297,200,905.224115
15.284456,193,905.263555
10.043211,200,906.233802
9.356784,200,906.233862
57.355,200,906.516776
26.505976,200,906.807616
11.781881,200,907.061972
40.180084,200,907.211891
49.41092,200,907.359586
16.997604,200,907.40046
79.25641,200,908.396452
67.542755,200,908.396524
28.661789,200,908.796311
9.823856,200,909.158877
55.929314,200,909.42759
31.011087,200,909.571714
9.601401,200,909.736206
44.97963,200,909.779107
30.602697,200,910.824736
8.494195,200,910.824798
44.712063,200,911.146255
28.355526,200,911.448789
21.420599,152,911.493522
46.534348,200,911.717937
42.28676,200,911.875643
18.414732,200,912.064019
28.990814,200,913.157293
39.46332,200,913.157354
31.601774,200,913.47657
9.773862,200,913.785181
14.383322,200,913.830256
51.02129,200,914.051994
15.751506,200,914.210274
42.54866,200,914.415903
32.954876,200,915.471419
67.07503,200,915.471486
37.318813,200,915.78626
25.588346,200,916.108343
45.88038,200,916.151687
35.541336,200,916.487193
20.84919,200,916.702149
23.661436,200,916.95491
0.57166135,66,917.097561
3.3091798,71,917.995132
42.53543,200,918.232114
9.6374445,200,918.232186
82.54987,200,918.543463
10.6248255,200,918.890815
63.943832,200,919.099999
21.615019,200,919.30129
27.620981,200,919.687118
14.259216,200,920.519301
16.124435,79,920.744953
7.5366874,200,920.762976
26.141163,200,920.763036
7.719289,200,921.17555
72.80498,200,921.552864
80.87587,200,921.824802
12.611427,200,922.032215
31.920176,200,923.149657
6.44714,108,923.217822
22.234957,200,923.377094
42.258503,200,923.392715
26.45958,200,923.392776
31.27209,200,923.742465
4.9267354,70,924.076595
18.131033,200,924.098108
52.727154,200,924.47815
17.161736,69,925.385421
59.99781,200,925.645127
35.80574,200,925.900726
52.420994,200,925.912402
13.247644,200,925.912461
37.657776,200,926.236239
15.7185755,200,926.615098
36.455048,200,926.633802
16.971497,73,926.771002
12.059073,74,926.799934
16.992352,95,926.827181
21.710272,80,927.179776
53.596,200,927.767718
9.257546,200,928.168867
84.873764,200,928.881195
36.79287,200,928.912203
35.20312,200,929.124055
26.746174,200,929.148923
68.71489,200,929.182953
36.925186,200,929.549279
35.48196,200,930.315185
63.217834,200,930.861007
44.5104,200,931.562728
48.700012,200,931.585044
54.176514,200,931.744157
16.789276,200,931.769881
24.893461,200,931.798416
10.165597,200,932.166013
9.184161,200,932.789151
49.90938,200,933.218001
66.42984,200,933.861372
39.32386,200,933.881924
22.043571,200,934.031439
24.223335,200,934.051535
70.08749,200,934.072288
79.28043,200,934.395836
40.81236,200,934.988144
68.43072,200,935.395143
39.049625,200,936.043237
1.0540313,200,936.065217
79.09482,200,936.21253
52.010727,200,936.231579
25.562294,200,936.251856
79.897804,200,936.580552
26.664427,200,937.182734
22.869198,200,937.652706
41.880196,200,938.378997
21.722372,200,938.413264
16.698494,200,938.607083
43.492825,200,938.632543
20.107796,200,938.652744
46.432156,200,938.986295
4.038121,196,939.621475
4.648791,200,940.088827
39.780426,200,940.694528
14.089962,200,940.716183
38.49365,200,940.865291
53.877056,200,940.886783
18.345423,200,940.911509
39.13179,200,941.230257
13.757124,167,941.444301
30.903463,200,942.317923
17.983847,200,943.052783
8.752663,200,943.082121
33.654152,200,943.269526
25.832994,200,943.298042
51.220776,200,943.325145
35.480625,200,943.699838
41.10947,200,943.9392
49.93439,200,944.899343
15.044402,200,945.638472
26.108932,200,945.661008
26.390446,200,945.817029
19.920826,200,945.836868
59.78677,200,945.859151
12.181636,200,946.218036
14.219523,200,946.404824
15.96817,200,947.32887
31.42465,200,947.964506
23.091143,200,947.98666
57.441364,200,948.144321
43.15116,200,948.170891
26.292912,200,948.202073
8.643103,200,948.604809
32.86591,200,948.873212
27.963312,116,949.699172
23.246237,200,949.849143
20.53753,162,950.085355
20.905098,142,950.521517
65.89835,172,950.521581
32.668922,200,950.672277
22.096485,200,950.865996
0.61879903,93,951.313389
13.314337,200,951.466823
14.49014,126,951.486036
57.96,200,952.24325
46.283287,178,952.682099
76.73883,200,952.944336
12.848284,200,953.052256
10.926044,200,953.236105
26.345396,187,953.51458
48.30094,200,953.806888
69.0316,200,953.834867
39.24738,135,954.465381
39.627136,200,954.521234
30.57356,139,954.613765
21.037249,175,954.655459
8.441476,123,955.140004
13.064635,133,955.233951
62.222008,200,955.391149
-1.2942531,106,955.540788
15.485286,97,955.593789
12.954426,200,955.637468
1.0382785,101,956.285585
24.659107,200,956.617975
53.961666,200,956.752622
25.07633,200,957.257728
43.67281,180,957.305854
30.177925,200,957.702379
27.526604,200,957.758987
10.99128,200,957.797452
4.7239823,148,957.885087
15.618575,87,958.189038
7.917015,141,958.252959
27.020693,200,958.743716
36.951714,200,959.416269
21.51581,200,959.735105
42.93851,200,959.781111
14.1610365,200,959.81759
31.912565,200,959.89018
11.440301,200,960.166639
28.649204,200,960.220674
58.703743,200,960.680322
23.463581,200,961.386068
37.166664,200,961.756613
54.188545,200,961.813413
26.582151,200,961.857218
26.643545,200,961.944144
25.848713,200,962.272061
68.467445,200,962.343658
6.7535157,72,962.661248
9.070448,200,962.848468
42.849224,200,963.521632
39.151806,200,963.888525
44.892925,200,963.939498
44.176823,200,964.060201
41.692684,200,964.365836
22.641443,200,964.428853
21.833158,200,964.720797
75.295204,200,964.909413
10.85848,84,965.336017
22.07687,200,965.639291
32.843136,200,966.029729
63.184544,200,966.090003
5.6387925,75,966.190659
42.050137,200,966.252809
13.251525,200,966.579499
9.400025,200,966.995129
11.902986,78,967.013425
15.691369,71,967.013495
14.448623,71,967.068585
11.241658,200,967.170736
7.5928745,74,967.721116
16.518396,74,967.741562
56.190525,200,967.825352
59.251274,200,968.171359
16.129044,200,968.670298
23.163883,200,969.0473
39.46106,200,969.097858
15.303304,200,969.202527
29.566656,200,969.81891
72.22024,200,969.837322
48.22906,200,969.917902
30.079605,200,970.284777
8.971718,200,970.795597
67.0831,200,971.195377
23.551199,200,971.245844
60.507175,200,971.365488
23.944641,189,971.818972
75.31905,200,971.897978
9.9379835,200,971.994741
60.11918,200,972.352147
12.289485,200,972.799447
20.761227,200,973.15376
65.98459,200,973.199519
67.81633,200,973.301523
51.79488,200,973.743089
62.28857,200,973.831001
12.819304,200,973.92027
10.945474,200,974.254838
23.888771,200,974.686317
56.165928,200,975.032239
38.334297,200,975.082976
52.20072,200,975.191934
37.887627,200,975.629824
72.79126,200,975.710507
20.781382,200,975.81038
7.23158,200,976.1259
62.118286,200,976.56083
33.32765,200,976.90787
62.392048,200,976.953902
35.113873,200,977.055786
14.752402,200,977.478786
21.558496,200,977.556295
62.49727,200,977.648379
19.957306,200,977.981319
9.656847,200,978.454461
38.34892,200,978.804441
24.397375,200,978.85139
62.930992,200,978.947216
69.40771,200,979.38612
13.671001,200,979.489061
9.5212345,200,979.591881
13.699761,200,979.937939
39.797962,192,980.307899
13.362151,200,980.766549
11.565246,200,980.812451
17.098392,200,980.923055
28.414135,200,981.363553
15.179314,200,981.447636
42.92543,200,981.543595
28.797869,200,981.883502
16.896078,200,982.269441
12.118768,200,982.707893
63.117897,200,982.754271
12.921866,200,982.851588
72.17115,200,983.291631
12.171929,200,983.370275
43.228977,200,983.480162
43.446552,200,983.808409
58.6129,200,984.180651
41.770805,200,984.606385
70.950386,200,984.650718
50.06813,200,984.747038
55.139847,200,985.179662
58.813236,200,985.272815
78.16187,200,985.388758
24.264961,200,985.732774
8.673376,200,986.102518
20.407818,200,986.522485
11.755525,200,986.569742
30.994984,200,986.669334
29.57853,200,987.116282
17.075636,200,987.22518
70.12017,200,987.316524
14.721658,200,987.676841
22.71059,200,988.035192
26.05656,152,988.044348
26.954437,200,988.444935
73.39278,200,988.620639
17.80281,200,989.071559
44.87896,200,989.158056
10.129843,200,989.250059
6.358107,200,989.576188
36.561535,200,990.029529
28.191648,200,990.039105
45.30064,200,990.446698
14.361252,200,990.596023
56.665737,200,991.066581
44.99016,200,991.150711
32.52247,200,991.247463
20.064852,200,991.560919
25.864735,200,991.985109
69.19123,200,991.993776
14.166275,200,992.393558
47.307793,200,992.549358
23.752897,200,992.979813
42.5383,200,993.080551
23.90434,200,993.167938
28.292913,200,993.478337
24.64203,123,993.53146
9.581543,200,993.8261
19.078623,200,993.834946
28.540613,200,994.418063
69.26039,200,994.852142
16.570862,200,994.935512
75.205826,200,995.025048
26.04751,200,995.407651
25.271872,200,995.463218
42.499832,200,995.788715
41.4689,200,995.804828
71.66384,200,996.380449
15.850688,200,996.82916
62.47136,200,996.919111
27.152092,200,997.021278
58.58132,200,997.365236
20.281883,200,997.445671
15.245563,200,997.746713
38.855442,200,997.756396
32.526165,173,998.048778
18.74735,200,998.824882
13.001602,200,998.925932
22.055836,200,999.017841
41.62621,200,999.331784
15.057028,200,999.384099
12.030194,200,999.770187
20.778515,200,999.779604
7.6947165,200,1000.070603
36.27893,200,1000.806771
10.095776,200,1000.892936
39.27498,200,1000.981424
12.594959,200,1001.295793
16.634888,200,1001.348521
3.0733185,200,1001.638562
69.77785,200,1001.652441
9.612183,200,1001.991302
63.425728,200,1002.703398
17.895147,80,1002.771603
25.068266,200,1002.802922
12.304897,200,1002.924119
13.0676365,200,1003.269616
38.13405,200,1003.323977
23.86225,200,1003.631781
37.600117,200,1003.641056
30.870502,200,1004.686331
15.186999,200,1004.739985
34.187317,200,1004.766407
51.92758,200,1004.855597
14.769235,200,1005.233953
24.349415,200,1005.2967
16.835766,200,1005.628256
9.300032,200,1005.637842
66.11547,178,1006.590634
24.626059,200,1006.616857
38.866066,151,1006.660442
45.666836,200,1006.66911
54.915764,200,1006.695573
66.12219,200,1007.173787
42.437653,200,1007.530444
62.550137,200,1007.540572
4.4644523,114,1007.693021
1.9628655,116,1007.735482
19.651396,124,1007.860899
5.251638,94,1008.072503
21.327187,83,1008.286318
4.7952285,84,1008.557284
27.423359,200,1008.608981
77.68375,200,1008.64562
66.70494,200,1009.433033
17.671648,200,1009.647074
29.330868,200,1009.831538
46.468502,200,1010.061483
56.30701,200,1010.259708
51.23331,200,1010.478667
52.97654,200,1010.525074
12.769869,200,1010.563422
-0.22281097,101,1010.783121
52.55608,200,1011.36413
17.72983,98,1011.450894
22.453352,152,1011.478621
75.21766,200,1011.523209
14.374195,118,1011.88258
48.06506,200,1012.12002
67.04557,200,1012.324685
41.731445,200,1012.408996
39.632317,200,1013.238878
41.787136,200,1013.319808
10.372006,200,1013.346612
19.605701,134,1013.38259
51.131317,200,1013.391698
9.254151,200,1013.745602
5.3094935,200,1014.343319
41.65993,200,1014.421253
18.335983,200,1015.329423
28.175035,200,1015.412858
10.637365,200,1015.43924
21.372808,200,1015.477699
35.737522,200,1015.487465
7.801898,191,1015.741571
44.206345,200,1016.329077
18.854473,200,1016.410003
16.754564,103,1016.455806
9.287971,128,1016.649199
55.26338,188,1017.175248
60.316227,200,1017.206133
16.435171,200,1017.366366
13.545628,200,1017.64562
77.67667,200,1018.190511
13.240488,91,1018.204517
60.817352,200,1018.289828
11.083339,200,1018.356223
57.98036,200,1018.587454
36.19591,200,1019.111903
64.68123,200,1019.140857
22.781979,114,1019.345133
57.116608,200,1019.646056
53.916145,200,1020.192346
36.238827,200,1020.278175
16.115173,200,1020.332505
18.406612,200,1020.606858
41.287457,200,1021.133765
66.354965,200,1021.160255
68.66582,200,1021.343498
34.62292,200,1021.600586
34.810135,200,1022.191564
45.35175,200,1022.269986
72.55737,200,1022.313227
57.407265,200,1022.482476
70.84296,200,1023.105514
40.51824,200,1023.132686
46.841743,200,1023.316248
77.28749,200,1023.530428
34.443565,200,1024.164552
17.369703,200,1024.256322
8.958644,200,1024.303264
23.376694,94,1024.481945
24.28878,200,1024.482007
9.696117,200,1025.085687
22.018965,200,1025.117449
18.270828,200,1025.3149
4.0710464,200,1026.14374
58.587215,200,1026.234753
21.274454,200,1026.285366
9.555559,200,1026.472094
12.578788,200,1026.472157
6.101993,77,1026.85988
46.296017,200,1027.007958
10.736264,200,1027.040586
18.473726,200,1027.267732
64.171875,200,1028.128743
49.400085,200,1028.19509
48.194622,200,1028.420538
42.646763,200,1028.420599
6.8234906,200,1028.824527
16.491524,200,1028.94871
13.626571,200,1028.975595
63.084404,200,1029.177516
59.071087,200,1030.066509
13.220283,200,1030.110215
84.70462,200,1030.302573
29.14452,200,1030.302641
-2.2720895,64,1030.697634
41.351406,200,1030.732563
37.317547,200,1030.856089
39.154575,200,1030.881568
0.52086866,81,1030.8915
49.11763,200,1031.067569
46.82442,200,1032.211916
47.406902,200,1032.211978
30.589087,176,1032.625043
17.832075,200,1032.674193
24.68285,200,1032.712172
52.233208,189,1032.738602
17.076242,200,1032.877515
13.164459,200,1033.065464
12.4033375,81,1033.065524
11.610486,103,1033.634163
28.359596,114,1033.736431
57.06667,200,1034.267044
30.047592,168,1034.391631
7.084217,143,1034.483197
37.75745,153,1034.570875
22.392145,200,1034.652677
28.751328,186,1034.691832
25.669321,122,1034.937978
9.464758,195,1035.520847
12.789962,130,1035.770077
27.56694,133,1035.896394
52.097397,200,1036.137316
12.284104,200,1036.260257
37.402508,200,1036.353531
-1.0850984,98,1036.448816
35.57483,200,1036.551319
50.54316,200,1036.774703
44.30054,200,1037.679026
14.934778,200,1037.784177
13.086479,200,1037.992536
48.477673,200,1038.134836
48.309517,200,1038.243817
39.55226,200,1038.34957
14.618969,200,1038.456053
66.929054,200,1038.678072
-3.90814,70,1038.782114
31.811794,200,1039.60554
17.573967,200,1039.715785
51.180584,200,1039.937765
1.7428728,126,1040.025656
36.32882,200,1040.149567
69.807594,200,1040.260342
11.003493,200,1040.392489
9.776191,89,1040.447017
20.672468,200,1040.631585
13.349777,95,1040.847227
17.347996,81,1041.136649
17.81264,66,1041.533458
24.093683,200,1041.67572
17.837835,200,1041.980346
14.612832,200,1042.101073
57.719406,200,1042.195925
34.109596,200,1042.347639
25.992449,106,1042.495448
9.629085,200,1042.551212
13.2736025,99,1042.579153
17.332449,92,1042.968027
24.484121,193,1043.014306
13.941976,91,1043.060152
1.6241622,70,1043.742871
-1.973806,193,1043.810153
32.619743,200,1044.280147
-4.722945,60,1044.371687
10.137177,200,1044.409064
27.157202,200,1044.454033
11.411531,200,1044.480957
56.14654,200,1044.898257
9.298216,200,1044.943011
26.403744,200,1045.658682
3.3642375,200,1046.258581
31.231846,200,1046.352567
37.03401,200,1046.394331
15.170496,200,1046.443611
61.44519,200,1046.471334
25.39766,200,1046.886631
20.0702,200,1046.953867
-4.90878,62,1046.998408
4.7221265,67,1047.138932
5.244253,200,1047.662997
41.847294,200,1048.221679
63.064735,200,1048.360088
15.367115,200,1048.437776
27.570574,200,1048.818886
61.95707,200,1048.866404
40.63792,200,1048.901806
-1.9555489,70,1049.029833
45.887554,200,1049.052651
29.117756,200,1049.629466
9.156035,81,1049.684403
9.57272,67,1049.720537
13.728982,200,1050.163799
55.713303,200,1050.409984
0.2558928,80,1050.472122
8.953995,118,1050.768416
37.47184,200,1050.787258
13.904185,200,1050.869549
45.87156,200,1050.97472
-1.2952076,84,1051.269176
37.02982,200,1051.682764
37.341198,200,1052.112413
8.037351,157,1052.302982
67.03146,200,1052.353523
47.32705,200,1052.778158
13.430015,200,1052.85965
7.505301,200,1052.966967
-0.88878375,81,1053.136437
17.80641,200,1053.224269
10.455481,200,1053.678879
30.139923,200,1054.104413
35.743534,200,1054.267329
51.602757,155,1054.483424
34.46784,194,1054.716953
5.142165,112,1054.798314
39.397945,200,1054.864843
28.981455,200,1055.167376
54.2442,200,1055.258307
2.3028905,104,1055.764864
17.284601,200,1056.132369
6.644087,112,1056.262669
26.524035,200,1056.290046
10.170945,200,1056.468207
18.28559,200,1056.737709
42.130043,200,1056.814074
12.669986,84,1056.928749
63.751556,200,1057.196905
4.3764625,105,1057.288923
16.64667,200,1057.627961
50.604813,171,1058.151765
63.032154,200,1058.201372
9.570801,200,1058.669142
43.19169,200,1058.72963
12.736141,200,1058.84055
34.124176,200,1059.18402
18.408316,200,1059.271834
17.20557,200,1059.646661
55.874973,200,1060.138186
65.918526,200,1060.213273
16.057625,200,1060.679291
31.22585,200,1060.740312
10.702579,200,1060.84313
25.103025,200,1061.134005
53.310944,200,1061.270185
9.84137,200,1061.648086
8.309518,200,1062.095823
66.757545,200,1062.142617
40.61905,200,1062.723812
22.35659,200,1062.789193
23.357632,200,1062.903959
43.368217,200,1063.1665
52.597584,200,1063.261772
9.181869,200,1063.620279
44.023403,200,1064.08312
61.16815,200,1064.128684
30.7924,200,1064.629297
20.440672,200,1064.696519
62.796238,200,1064.804837
40.653656,200,1065.075686
44.188942,200,1065.164974
57.21483,200,1065.52457
8.814248,126,1065.892943
14.556653,200,1065.99811
82.70788,200,1066.042009
48.057507,200,1066.473581
32.713795,200,1066.658072
26.982918,200,1066.963052
58.119892,200,1067.05969
21.991516,200,1067.407293
68.14751,200,1067.751915
85.50842,200,1067.879786
42.436546,200,1067.930544
21.778936,200,1068.407783
60.925137,200,1068.588059
45.129356,200,1068.840224
31.454706,200,1068.934526
29.046976,135,1069.032662
55.07405,200,1069.297244
4.863995,200,1069.779079
18.046366,200,1069.823554
21.926626,167,1070.159372
66.02679,200,1070.295914
60.61231,178,1070.545408
21.535406,200,1070.912327
47.06749,200,1071.004552
55.873596,200,1071.264366
8.867612,164,1071.396528
74.51487,200,1071.810561
4.135638,98,1071.973385
7.361878,195,1072.119323
3.6692204,200,1072.28649
48.391735,200,1072.545505
-1.2370847,200,1072.885563
16.28263,200,1073.289142
31.492065,200,1073.411721
69.043594,200,1073.792589
15.368566,200,1073.959731
18.708677,200,1074.153733
45.568222,200,1074.349658
56.332417,200,1074.594215
49.08816,200,1074.885668
60.544388,200,1075.331414
-1.0263275,83,1075.468735
29.520576,200,1075.468817
20.69364,200,1075.840497
27.716743,200,1075.979972
22.591352,200,1076.111823
18.0076,200,1076.288967
19.277441,200,1076.887593
13.561049,200,1077.237213
13.081317,200,1077.379832
29.754478,200,1077.379898
70.06373,200,1077.863199
14.462722,200,1078.009425
18.864183,200,1078.145918
22.62521,200,1078.317687
25.251389,200,1078.96296
20.393225,200,1079.299062
15.42906,200,1079.412171
67.47654,200,1079.412229
52.67511,171,1079.548846
42.373734,200,1080.113129
10.9279995,200,1080.252173
70.22403,200,1080.427972
64.46108,200,1081.076047
33.648422,200,1081.473925
66.370094,200,1081.587742
72.4944,200,1081.587807
49.489464,200,1081.698751
75.71449,200,1082.238945
68.87182,200,1082.419422
10.756551,200,1082.606174
21.388708,200,1083.182351
28.735146,200,1083.632081
14.333212,200,1083.760975
60.102146,200,1083.761034
23.115734,200,1083.86759
26.826303,150,1083.954865
30.182005,176,1084.052845
12.303221,67,1084.29381
54.279583,200,1084.769643
3.3920777,90,1084.966907
38.084755,179,1085.110965
56.67218,200,1085.992353
32.57962,200,1085.992414
18.584557,200,1086.105089
50.339706,200,1086.295845
16.106787,200,1086.518538
8.5114155,169,1086.601715
17.853384,179,1087.141851
32.97924,200,1087.189108
4.602523,115,1087.214875
-1.5108943,108,1087.259393
-1.4092283,66,1087.842866
-0.98452204,76,1088.04991
52.699856,200,1088.09756
16.460367,200,1088.431325
27.361053,200,1088.623474
69.16931,200,1088.678536
13.482607,125,1089.245385
73.94964,200,1089.262843
70.605606,200,1089.313051
57.47127,200,1090.232809
23.664299,200,1090.282096
1.2738286,159,1090.488972
86.273056,200,1090.632616
11.838068,137,1090.78462
28.117365,200,1090.832756
40.679733,200,1091.419607
51.194225,200,1091.429329
15.218688,66,1092.064915
-3.274703,75,1092.155548
8.011117,200,1092.292957
71.240715,200,1092.332004
11.330989,200,1092.574761
20.605343,200,1092.753005
29.684744,200,1092.909189
29.6544,200,1092.959718
31.122835,144,1093.545522
40.55299,200,1094.268748
11.823198,200,1094.399551
38.5537,200,1094.436087
23.277678,200,1094.628092
20.164839,112,1094.728565
39.011486,200,1094.806256
-0.32386082,191,1094.888529
21.352726,200,1095.082349
1.9139642,72,1095.235435
12.9269085,115,1095.683313
30.44936,110,1096.087714
54.479603,200,1096.465493
70.59049,200,1096.813337
14.866296,200,1096.895979
23.9726,200,1096.948798
56.53505,200,1097.16096
31.906122,200,1097.32301
13.676162,200,1097.793353
20.96041,174,1097.875555
40.16044,200,1098.531878
16.27284,133,1098.743085
2.181075,92,1098.807244
12.557934,200,1098.92105
49.56621,200,1098.999939
80.32228,200,1099.043856
30.592466,200,1099.229111
72.47757,200,1100.053159
49.874588,200,1100.698029
36.97065,200,1100.935365
70.69559,184,1100.959776
73.1626,200,1101.010684
17.378199,200,1101.212099
8.958408,200,1101.256223
78.68713,200,1101.448467
12.753354,200,1102.234778
19.46934,94,1102.463566
12.42454,200,1102.770937
12.425776,200,1102.987226
29.050251,200,1103.019476
51.928703,200,1103.074109
12.763996,200,1103.33503
79.30574,200,1103.38167
29.37658,200,1104.345109
41.84195,200,1104.617481
31.076763,200,1104.941936
77.50742,200,1105.124048
67.77892,200,1105.146842
12.9317465,200,1105.197308
4.1063643,200,1105.469615
42.36515,200,1105.526681
24.716139,200,1106.52403
15.677274,200,1106.816374
14.13813,200,1107.146607
19.610584,200,1107.317397
48.292305,200,1107.335712
34.61998,200,1107.371224
25.401716,200,1107.581032
27.895641,200,1107.630925
46.153263,200,1108.537381
35.40865,200,1108.786741
45.766632,200,1109.205697
28.713003,200,1109.380401
18.652678,200,1109.396637
46.867218,200,1109.431156
70.11638,200,1109.627082
18.845236,200,1109.67371
31.444292,200,1110.637941
26.510061,200,1110.863162
36.470707,200,1111.261034
20.16081,200,1111.486383
14.19134,200,1111.505112
52.587204,200,1111.543816
77.11574,200,1111.73831
72.321526,200,1111.783952
55.247307,200,1112.766222
9.898528,105,1112.846535
22.250677,200,1112.978336
25.56814,200,1113.329878
66.86437,200,1113.5737
12.228116,200,1113.59731
10.224554,200,1113.645745
23.963682,200,1113.892747
29.797817,200,1114.836047
58.355812,200,1114.919231
18.408632,200,1115.064905
12.565448,200,1115.405186
26.061653,200,1115.669407
29.391296,200,1115.701936
51.47755,200,1115.749021
55.049137,200,1116.031468
5.729333,134,1116.501722
48.870335,200,1116.991618
12.189032,200,1117.07969
45.901592,200,1117.548702
58.93899,200,1117.722284
67.192696,200,1117.744049
10.882579,200,1117.780968
64.891014,200,1118.033389
53.5226,200,1118.486435
35.295826,200,1118.876326
71.03961,200,1118.976042
51.546734,200,1119.473566
16.589647,200,1119.646683
14.095833,200,1119.664911
23.36506,200,1119.701622
25.571156,200,1119.936497
41.473377,200,1120.422603
76.74742,200,1120.828695
40.266273,200,1120.909127
55.863586,200,1121.417151
12.120765,200,1121.595452
